hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3
0, 900.00000, 2488.21, -3.1828, 2493.92, -122.091, 2490, 117.821, 26.7773, -163.701, 43.3871, 57.7009, 19.8587, -12.1035
0, 1800.00000, 2483.21, -3.32059, 2489.2, -122.224, 2485.83, 117.685, 26.6118, -163.588, 43.0773, 57.7197, 19.8083, -12.027
0, 2700.00000, 2484.41, -3.30091, 2489.79, -122.213, 2486.75, 117.698, 26.4628, -163.198, 42.7613, 57.9512, 19.792, -11.7135
1, 0.00000, 2485.62, -3.2811, 2490.39, -122.201, 2487.69, 117.711, 26.314, -162.803, 42.4458, 58.1861, 19.7762, -11.3984
1, 900.00000, 2486.82, -3.26129, 2490.98, -122.19, 2488.62, 117.724, 26.1664, -162.403, 42.131, 58.4242, 19.761, -11.0829
1, 1800.00000, 2487.45, -3.25002, 2491.28, -122.185, 2489.21, 117.733, 26.0806, -162.17, 41.9763, 58.5423, 19.7536, -10.9096
1, 2700.00000, 2488.05, -3.23934, 2491.56, -122.18, 2489.79, 117.741, 25.9954, -161.937, 41.8218, 58.6605, 19.7463, -10.7373
2, 0.00000, 2488.66, -3.22868, 2491.84, -122.176, 2490.36, 117.749, 25.9107, -161.702, 41.6676, 58.7795, 19.7392, -10.565
2, 900.00000, 2489.26, -3.21801, 2492.12, -122.171, 2490.94, 117.757, 25.8264, -161.466, 41.5135, 58.8993, 19.7322, -10.3925
2, 1800.00000, 2489.5, -3.21349, 2492.24, -122.169, 2491.18, 117.761, 25.7951, -161.377, 41.4545, 58.9461, 19.7282, -10.3029
2, 2700.00000, 2489.75, -3.20906, 2492.35, -122.167, 2491.41, 117.764, 25.7638, -161.287, 41.3956, 58.9924, 19.7241, -10.2142
3, 0.00000, 2489.98, -3.20506, 2492.46, -122.165, 2491.64, 117.767, 25.7329, -161.2, 41.3366, 59.039, 19.7201, -10.1257
3, 900.00000, 2490.21, -3.20099, 2492.58, -122.163, 2491.86, 117.771, 25.7019, -161.111, 41.2776, 59.0856, 19.7162, -10.037
3, 1800.00000, 2489.47, -3.21178, 2492.22, -122.171, 2491.45, 117.766, 25.781, -161.341, 41.4837, 58.9222, 19.7221, -10.1773
3, 2700.00000, 2488.68, -3.22363, 2491.82, -122.179, 2491.01, 117.76, 25.8607, -161.573, 41.6901, 58.7591, 19.728, -10.3196
4, 0.00000, 2487.9, -3.23549, 2491.43, -122.188, 2490.56, 117.754, 25.9409, -161.803, 41.8969, 58.5975, 19.734, -10.4618
4, 900.00000, 2487.11, -3.24735, 2491.03, -122.196, 2490.12, 117.749, 26.0215, -162.032, 42.104, 58.4373, 19.7401, -10.6039
4, 1800.00000, 2484.96, -3.27989, 2489.96, -122.219, 2488.8, 117.732, 26.2575, -162.685, 42.687, 57.9977, 19.7617, -11.0616
4, 2700.00000, 2482.76, -3.3139, 2488.85, -122.242, 2487.44, 117.714, 26.4971, -163.331, 43.2725, 57.5676, 19.7841, -11.5211
5, 0.00000, 2480.51, -3.34852, 2487.75, -122.265, 2486.08, 117.696, 26.741, -163.97, 43.8601, 57.1482, 19.8078, -11.9809
5, 900.00000, 2478.31, -3.38228, 2486.63, -122.289, 2484.72, 117.678, 26.9851, -164.59, 44.4497, 56.7392, 19.8325, -12.437
5, 1800.00000, 2474.1, -3.44518, 2484.48, -122.334, 2482.3, 117.647, 27.444, -165.714, 45.599, 55.9747, 19.8899, -13.3663
5, 2700.00000, 2469.83, -3.50971, 2482.27, -122.381, 2479.82, 117.614, 27.9108, -166.803, 46.7549, 55.2433, 19.9518, -14.2917
6, 0.00000, 2465.55, -3.5744, 2480.06, -122.427, 2477.32, 117.581, 28.3866, -167.859, 47.9172, 54.545, 20.0183, -15.213
6, 900.00000, 2492.6, -3.6381, 2493.95, -122.453, 2490.53, 117.563, 28.9183, -168.32, 49.0525, 54.0738, 20.1864, -15.8241
6, 1800.00000, 2490.35, -3.6719, 2492.76, -122.479, 2489.29, 117.546, 29.156, -168.819, 49.6459, 53.7414, 20.2199, -16.2485
6, 2700.00000, 2488.16, -3.70412, 2491.64, -122.503, 2488.11, 117.531, 29.3977, -169.311, 50.241, 53.4186, 20.2549, -16.6697
7, 0.00000, 2485.96, -3.73635, 2490.52, -122.528, 2486.92, 117.515, 29.6413, -169.796, 50.8374, 53.1027, 20.291, -17.0894
7, 900.00000, 2483.77, -3.76859, 2489.4, -122.552, 2485.74, 117.5, 29.8867, -170.273, 51.4352, 52.7935, 20.328, -17.5078
7, 1800.00000, 2489.28, -3.54648, 2487.63, -122.493, 2488.5, 117.511, 28.3656, -169.229, 49.8926, 52.6677, 19.2546, -14.1187
7, 2700.00000, 2491.63, -3.4504, 2486.97, -122.465, 2489.71, 117.521, 27.7312, -168.776, 49.2585, 52.603, 18.821, -12.5761
8, 0.00000, 2493.91, -3.35626, 2486.27, -122.439, 2490.9, 117.529, 27.0976, -168.307, 48.6258, 52.5326, 18.4016, -10.9649
8, 900.00000, 2496.18, -3.26233, 2485.57, -122.412, 2492.08, 117.537, 26.4664, -167.822, 47.9929, 52.4595, 17.9977, -9.28179
8, 1800.00000, 2498.21, -3.18758, 2485.24, -122.39, 2493.25, 117.546, 25.9523, -167.336, 47.4197, 52.46, 17.707, -7.86162
8, 2700.00000, 2500.28, -3.11194, 2484.9, -122.367, 2494.44, 117.556, 25.4395, -166.83, 46.8475, 52.4596, 17.4278, -6.39447
9, 0.00000, 2502.3, -3.03736, 2484.6, -122.345, 2495.61, 117.566, 24.931, -166.315, 46.2721, 52.4608, 17.1602, -4.88516
9, 900.00000, 2489.28, -2.94059, 2483.95, -122.33, 2497.17, 117.574, 24.3621, -166.046, 45.6998, 52.4474, 16.9087, -3.32692
9, 1800.00000, 2490.06, -2.90712, 2483.66, -122.323, 2497.69, 117.577, 24.1601, -165.83, 45.5102, 52.4229, 16.8119, -2.78007
9, 2700.00000, 2490.84, -2.87373, 2483.35, -122.316, 2498.21, 117.58, 23.9579, -165.61, 45.3217, 52.397, 16.7166, -2.22702
10, 0.00000, 2491.62, -2.84036, 2483.05, -122.309, 2498.72, 117.582, 23.756, -165.386, 45.1332, 52.3708, 16.623, -1.66797
10, 900.00000, 2492.39, -2.80702, 2482.74, -122.302, 2499.24, 117.585, 23.5545, -165.159, 44.9447, 52.3443, 16.531, -1.10291
10, 1800.00000, 2492.97, -2.7921, 2482.85, -122.297, 2499.68, 117.591, 23.4593, -164.968, 44.7986, 52.3965, 16.5127, -0.85415
10, 2700.00000, 2493.56, -2.77687, 2482.97, -122.291, 2500.13, 117.596, 23.3644, -164.774, 44.652, 52.45, 16.4948, -0.604631
11, 0.00000, 2494.15, -2.76165, 2483.09, -122.286, 2500.59, 117.602, 23.2698, -164.579, 44.5054, 52.5037, 16.4772, -0.354634
11, 900.00000, 2494.74, -2.74644, 2483.21, -122.28, 2501.04, 117.607, 23.1754, -164.383, 44.3589, 52.5577, 16.46, -0.10417
11, 1800.00000, 2495.18, -2.73716, 2483.35, -122.277, 2501.44, 117.612, 23.1034, -164.206, 44.2435, 52.6119, 16.4557, 0.0608648
11, 2700.00000, 2495.61, -2.72789, 2483.5, -122.274, 2501.84, 117.618, 23.0316, -164.028, 44.128, 52.6665, 16.4516, 0.225948
12, 0.00000, 2495.81, -2.72593, 2484.04, -122.271, 2486.82, 117.641, 22.959, -163.862, 44.0126, 52.7261, 16.3097, 0.299129
12, 900.00000, 2496.25, -2.71667, 2484.18, -122.268, 2487.21, 117.646, 22.8876, -163.682, 43.8974, 52.7811, 16.3055, 0.465236
12, 1800.00000, 2495.97, -2.73331, 2484.62, -122.267, 2487.21, 117.654, 22.8585, -163.626, 43.849, 52.8148, 16.307, 0.541849
12, 2700.00000, 2495.68, -2.7502, 2485.06, -122.267, 2487.19, 117.662, 22.8296, -163.572, 43.8, 52.8488, 16.3084, 0.617958
13, 0.00000, 2495.38, -2.7671, 2485.5, -122.266, 2487.17, 117.669, 22.8008, -163.518, 43.7511, 52.8828, 16.3098, 0.694057
13, 900.00000, 2495.09, -2.78401, 2485.94, -122.266, 2487.16, 117.677, 22.772, -163.463, 43.7022, 52.9169, 16.3113, 0.77015
13, 1800.00000, 2494.3, -2.81728, 2486.29, -122.273, 2486.79, 117.678, 22.9328, -163.642, 43.8796, 52.9372, 16.3919, 0.187482
13, 2700.00000, 2493.5, -2.85076, 2486.63, -122.28, 2486.41, 117.68, 23.094, -163.82, 44.0569, 52.9571, 16.4741, -0.389935
14, 0.00000, 2492.7, -2.88428, 2486.97, -122.287, 2486.03, 117.681, 23.2555, -163.997, 44.2342, 52.9768, 16.558, -0.961705
14, 900.00000, 2491.9, -2.91781, 2487.32, -122.294, 2485.66, 117.683, 23.4171, -164.171, 44.4115, 52.9962, 16.6435, -1.52779
14, 1800.00000, 2490.08, -2.98998, 2487.72, -122.314, 2484.48, 117.671, 23.8921, -164.726, 44.9039, 53.019, 16.8703, -2.98708
14, 2700.00000, 2488.25, -3.06261, 2488.12, -122.334, 2483.3, 117.66, 24.3695, -165.265, 45.3959, 53.0408, 17.1077, -4.40919
15, 0.00000, 2486.4, -3.13536, 2488.52, -122.354, 2482.11, 117.648, 24.8492, -165.787, 45.8878, 53.0617, 17.3554, -5.79312
15, 900.00000, 2484.55, -3.20823, 2488.92, -122.374, 2480.92, 117.636, 25.331, -166.292, 46.3796, 53.0816, 17.6129, -7.1389
15, 1800.00000, 2480.54, -3.33143, 2488.69, -122.417, 2478.25, 117.605, 26.2993, -167.471, 47.5896, 52.892, 18.0741, -9.7234
15, 2700.00000, 2474.78, -3.52472, 2489.71, -122.462, 2474.87, 117.594, 27.2733, -168.676, 48.7997, 52.7209, 18.5654, -12.1709
16, 0.00000, 2471.35, -3.62052, 2488.72, -122.511, 2472.4, 117.548, 28.2641, -169.675, 50.0117, 52.5313, 19.096, -14.5142
16, 900.00000, 2465.88, -3.79821, 2487.97, -122.588, 2468.82, 117.487, 30.2016, -171.146, 52.18, 52.4122, 20.334, -18.7156
16, 1800.00000, 2475.98, -3.89456, 2485.95, -122.625, 2464.93, 117.442, 30.8827, -172.085, 53.5057, 51.7907, 20.4664, -20.0245
16, 2700.00000, 2471.05, -3.97285, 2483.48, -122.672, 2461.32, 117.391, 31.5553, -173.215, 54.8417, 51.181, 20.6101, -21.3153
17, 0.00000, 2466.35, -4.04445, 2480.62, -122.718, 2472.88, 117.321, 32.2399, -174.293, 56.1826, 50.5959, 20.8455, -22.3108
17, 900.00000, 2492.68, -4.12075, 2494.33, -122.743, 2484.91, 117.289, 32.9483, -174.836, 57.4798, 50.2112, 21.0881, -23.2355
17, 1800.00000, 2491.45, -4.14191, 2493.68, -122.756, 2483.92, 117.273, 33.1095, -175.079, 57.7709, 50.0894, 21.1234, -23.5191
17, 2700.00000, 2490.36, -4.15963, 2493.16, -122.765, 2483.04, 117.261, 33.2724, -175.317, 58.0626, 49.9728, 21.16, -23.7974
18, 0.00000, 2489.26, -4.17734, 2492.64, -122.775, 2482.16, 117.249, 33.4358, -175.552, 58.3543, 49.8573, 21.1971, -24.0746
18, 900.00000, 2488.17, -4.19505, 2492.12, -122.784, 2481.28, 117.236, 33.5996, -175.785, 58.6463, 49.7429, 21.2346, -24.3509
18, 1800.00000, 2489.11, -4.18239, 2492.59, -122.775, 2481.76, 117.242, 33.4798, -175.613, 58.3624, 49.8542, 21.2067, -24.1583
18, 2700.00000, 2490.15, -4.16741, 2493.12, -122.763, 2482.32, 117.249, 33.358, -175.433, 58.0781, 49.9689, 21.1791, -23.9601
19, 0.00000, 2491.19, -4.15241, 2493.65, -122.752, 2482.87, 117.256, 33.2365, -175.252, 57.7941, 50.0846, 21.1518, -23.7612
19, 900.00000, 2492.23, -4.13742, 2494.18, -122.741, 2483.43, 117.263, 33.1152, -175.069, 57.5102, 50.2013, 21.1246, -23.5619
19, 1800.00000, 2493.72, -4.11547, 2494.92, -122.725, 2484.3, 117.275, 32.9284, -174.788, 57.0973, 50.3719, 21.0844, -23.2595
19, 2700.00000, 2495.24, -4.09299, 2495.69, -122.709, 2485.2, 117.286, 32.7418, -174.502, 56.6848, 50.5453, 21.0448, -22.9549
20, 0.00000, 2496.76, -4.07051, 2496.45, -122.693, 2486.09, 117.298, 32.5559, -174.214, 56.2726, 50.721, 21.0057, -22.6491
20, 900.00000, 2498.28, -4.04804, 2497.21, -122.677, 2486.98, 117.31, 32.3708, -173.922, 55.861, 50.899, 20.9672, -22.3423
20, 1800.00000, 2500.85, -4.00978, 2498.48, -122.652, 2488.58, 117.331, 32.0424, -173.398, 55.1519, 51.2099, 20.9, -21.7927
20, 2700.00000, 2503.52, -3.9694, 2499.76, -122.625, 2490.22, 117.352, 31.7123, -172.855, 54.4438, 51.5292, 20.8343, -21.2349
21, 0.00000, 2491.19, -3.90884, 2500.72, -122.605, 2492.22, 117.371, 31.3727, -172.534, 53.7397, 51.8449, 20.7728, -20.6712
21, 900.00000, 2493.8, -3.86927, 2502.02, -122.578, 2493.85, 117.393, 31.0501, -171.979, 53.0336, 52.1804, 20.7111, -20.1096
21, 1800.00000, 2497.37, -3.81501, 2503.82, -122.543, 2496.18, 117.424, 30.5987, -171.181, 52.0512, 52.6607, 20.6247, -19.2904
21, 2700.00000, 2501.38, -3.7598, 2489.94, -122.49, 2498.28, 117.447, 30.1528, -170.351, 51.1054, 53.0115, 20.5412, -18.4787
22, 0.00000, 2489.68, -3.6916, 2491.81, -122.461, 2485.56, 117.494, 29.6906, -169.76, 50.1303, 53.5162, 20.3726, -17.9076
22, 900.00000, 2493.26, -3.63679, 2493.63, -122.424, 2487.87, 117.526, 29.2544, -168.896, 49.1558, 54.0485, 20.2969, -17.0693
22, 1800.00000, 2496.89, -3.58067, 2495.44, -122.387, 2490.25, 117.558, 28.8156, -167.99, 48.1781, 54.6043, 20.2216, -16.185
22, 2700.00000, 2500.49, -3.52507, 2497.27, -122.351, 2492.63, 117.59, 28.3842, -167.061, 47.2039, 55.1819, 20.1509, -15.2949
23, 0.00000, 2488.87, -3.44989, 2498.81, -122.322, 2495.38, 117.621, 27.9289, -166.361, 46.2362, 55.7698, 20.087, -14.3932
23, 900.00000, 2492.43, -3.39464, 2500.64, -122.285, 2497.76, 117.654, 27.5096, -165.382, 45.2704, 56.3943, 20.0254, -13.4923
23, 1800.00000, 2494.78, -3.35746, 2501.89, -122.261, 2499.38, 117.677, 27.2404, -164.727, 44.6443, 56.8161, 19.985, -12.8614
23, 2700.00000, 2497.31, -3.32759, 2487.62, -122.221, 2485.2, 117.707, 26.9717, -164.058, 44.0401, 57.0758, 19.843, -12.4907
24, 0.00000, 2483.46, -3.30909, 2473.21, -122.209, 2470.97, 117.717, 26.669, -163.699, 43.4393, 57.3111, 19.7014, -12.1367
