hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3
0, 900.00000, 2505.05, -3.36247, 2512.91, -122.184, 2497.61, 117.556, 86.8523, -93.3625, 87.1247, 147.816, 83.7893, 23.4171
0, 1800.00000, 2506.2, -3.3435, 2513.44, -122.174, 2498.55, 117.568, 86.8922, -93.3435, 87.1432, 147.826, 83.8385, 23.4585
0, 2700.00000, 2507.35, -3.32443, 2513.97, -122.165, 2499.49, 117.58, 86.9321, -93.3244, 87.1617, 147.835, 83.8879, 23.4999
1, 0.00000, 2508.51, -3.30536, 2514.51, -122.155, 2500.44, 117.592, 86.9721, -93.3054, 87.1801, 147.845, 83.9373, 23.5414
1, 900.00000, 2509.68, -3.28586, 2515.03, -122.146, 2501.38, 117.604, 87.0128, -93.2859, 87.1981, 147.854, 83.987, 23.5827
1, 1800.00000, 2510.25, -3.27565, 2515.27, -122.142, 2501.96, 117.612, 87.0327, -93.2756, 87.2066, 147.858, 84.0127, 23.6008
1, 2700.00000, 2510.83, -3.26535, 2515.52, -122.139, 2502.54, 117.619, 87.0526, -93.2654, 87.2151, 147.861, 84.0385, 23.6189
2, 0.00000, 2511.41, -3.25506, 2515.76, -122.135, 2503.11, 117.627, 87.0726, -93.2551, 87.2236, 147.865, 84.0643, 23.637
2, 900.00000, 2511.98, -3.24476, 2516, -122.131, 2503.69, 117.634, 87.0925, -93.2448, 87.232, 147.869, 84.0902, 23.6552
2, 1800.00000, 2512.2, -3.24077, 2516.11, -122.13, 2503.92, 117.638, 87.1002, -93.2408, 87.2356, 147.87, 84.1006, 23.6626
2, 2700.00000, 2512.42, -3.23681, 2516.21, -122.128, 2504.15, 117.641, 87.1079, -93.2368, 87.2391, 147.872, 84.1109, 23.6701
3, 0.00000, 2512.65, -3.23286, 2516.31, -122.127, 2504.38, 117.644, 87.1156, -93.2329, 87.2426, 147.873, 84.1212, 23.6775
3, 900.00000, 2512.87, -3.2289, 2516.41, -122.125, 2504.61, 117.647, 87.1232, -93.2289, 87.2461, 147.875, 84.1315, 23.6849
3, 1800.00000, 2512.13, -3.24013, 2516.05, -122.133, 2504.16, 117.642, 87.0976, -93.2401, 87.2337, 147.867, 84.1018, 23.6558
3, 2700.00000, 2511.38, -3.25144, 2515.7, -122.14, 2503.7, 117.636, 87.0718, -93.2514, 87.2213, 147.86, 84.072, 23.6267
4, 0.00000, 2510.64, -3.26275, 2515.34, -122.147, 2503.25, 117.631, 87.046, -93.2628, 87.2089, 147.853, 84.0422, 23.5975
4, 900.00000, 2509.89, -3.27407, 2514.98, -122.154, 2502.79, 117.626, 87.0202, -93.2741, 87.1965, 147.846, 84.0124, 23.5683
4, 1800.00000, 2507.8, -3.30649, 2513.97, -122.174, 2501.41, 117.609, 86.9475, -93.3065, 87.1615, 147.826, 83.9269, 23.4869
4, 2700.00000, 2505.7, -3.33905, 2512.96, -122.194, 2500.02, 117.592, 86.8747, -93.3391, 87.1265, 147.806, 83.8414, 23.4054
5, 0.00000, 2503.6, -3.37161, 2511.95, -122.214, 2498.64, 117.575, 86.8018, -93.3716, 87.0915, 147.786, 83.7559, 23.3237
5, 900.00000, 2501.49, -3.40418, 2510.94, -122.234, 2497.25, 117.558, 86.7289, -93.4042, 87.0565, 147.766, 83.6705, 23.2418
5, 1800.00000, 2497.39, -3.46644, 2508.94, -122.275, 2494.72, 117.528, 86.5868, -93.4664, 86.9872, 147.725, 83.5061, 23.0776
5, 2700.00000, 2493.33, -3.52812, 2506.93, -122.315, 2492.2, 117.497, 86.4458, -93.5281, 86.9173, 147.685, 83.3425, 22.9127
6, 0.00000, 2489.25, -3.5899, 2504.91, -122.356, 2489.67, 117.467, 86.3045, -93.5899, 86.8473, 147.644, 83.1793, 22.7473
6, 900.00000, 2485.18, -3.65182, 2502.89, -122.396, 2487.12, 117.436, 86.1633, -93.6518, 86.7772, 147.604, 83.0157, 22.5808
6, 1800.00000, 2483.13, -3.68246, 2501.86, -122.417, 2485.92, 117.421, 86.0921, -93.6825, 86.7416, 147.583, 82.935, 22.4961
6, 2700.00000, 2497.41, -3.6939, 2516.7, -122.428, 2500.81, 117.419, 86.5874, -93.6939, 87.256, 147.572, 83.4116, 22.4589
7, 0.00000, 2495.36, -3.72431, 2515.67, -122.449, 2499.6, 117.404, 86.5163, -93.7243, 87.2203, 147.551, 83.3311, 22.3744
7, 900.00000, 2493.3, -3.75498, 2514.64, -122.469, 2498.39, 117.39, 86.4447, -93.755, 87.1848, 147.531, 83.2505, 22.2898
7, 1800.00000, 2498.87, -3.52984, 2512.9, -122.408, 2501.29, 117.403, 86.638, -93.5298, 87.1244, 147.592, 83.3478, 22.3033
7, 2700.00000, 2501.22, -3.43316, 2512.22, -122.378, 2502.54, 117.412, 86.7195, -93.4332, 87.101, 147.622, 83.3879, 22.3103
8, 0.00000, 2503.53, -3.33779, 2511.49, -122.351, 2503.77, 117.42, 86.7996, -93.3378, 87.0756, 147.649, 83.4276, 22.3154
8, 900.00000, 2505.79, -3.24359, 2510.79, -122.324, 2504.98, 117.428, 86.8779, -93.2436, 87.0514, 147.676, 83.4664, 22.3205
8, 1800.00000, 2507.82, -3.16826, 2510.45, -122.301, 2506.19, 117.437, 86.9483, -93.1683, 87.0395, 147.699, 83.5113, 22.3384
8, 2700.00000, 2509.84, -3.09309, 2510.11, -122.278, 2507.4, 117.447, 87.0184, -93.0931, 87.0277, 147.722, 83.5562, 22.3564
9, 0.00000, 2511.86, -3.01806, 2509.77, -122.256, 2508.6, 117.456, 87.0882, -93.0181, 87.016, 147.744, 83.6012, 22.3745
9, 900.00000, 2513.64, -2.95216, 2509.9, -122.233, 2494.25, 117.485, 87.1499, -92.9522, 87.0202, 147.767, 83.1077, 22.3768
9, 1800.00000, 2514.41, -2.91875, 2509.58, -122.226, 2494.77, 117.488, 87.1768, -92.9188, 87.0093, 147.774, 83.1218, 22.3739
9, 2700.00000, 2515.19, -2.88532, 2509.27, -122.219, 2495.29, 117.491, 87.2037, -92.8853, 86.9984, 147.781, 83.1361, 22.3713
10, 0.00000, 2515.96, -2.85191, 2508.95, -122.212, 2495.81, 117.494, 87.2305, -92.8519, 86.9875, 147.788, 83.1505, 22.3686
10, 900.00000, 2516.73, -2.81852, 2508.64, -122.205, 2496.33, 117.496, 87.2572, -92.8185, 86.9766, 147.795, 83.1648, 22.366
10, 1800.00000, 2517.31, -2.80351, 2508.73, -122.2, 2496.79, 117.502, 87.2772, -92.8035, 86.9799, 147.8, 83.1846, 22.3793
10, 2700.00000, 2517.88, -2.78851, 2508.83, -122.195, 2497.24, 117.507, 87.2971, -92.7885, 86.9833, 147.805, 83.2042, 22.3925
