hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3
0, 900.00000, 2367.32, -2.04927, 2428.52, -121.153, 2391.32, 118.755, 7.19819, 151.395, 0.00157029, 170.799, 0.00159349, 20.4543
0, 1800.00000, 2368.09, -2.03762, 2428.79, -121.146, 2391.81, 118.76, 7.14582, 151.407, 0.00157047, 170.809, 0.00159379, 20.462
0, 2700.00000, 2368.85, -2.02591, 2429.05, -121.139, 2392.31, 118.766, 7.09335, 151.419, 0.00157065, 170.818, 0.0015941, 20.4699
1, 0.00000, 2369.61, -2.0142, 2429.31, -121.132, 2392.8, 118.772, 7.04089, 151.431, 0.00157083, 170.828, 0.0015944, 20.4777
1, 900.00000, 2370.4, -2.00191, 2429.56, -121.125, 2393.3, 118.777, 6.9882, 151.443, 0.001571, 170.837, 0.0015947, 20.4854
1, 1800.00000, 2370.78, -1.99571, 2429.69, -121.122, 2393.6, 118.781, 6.95865, 151.449, 0.00157109, 170.842, 0.00159488, 20.4902
1, 2700.00000, 2371.17, -1.98944, 2429.82, -121.119, 2393.9, 118.784, 6.92895, 151.455, 0.00157118, 170.847, 0.00159505, 20.495
2, 0.00000, 2371.55, -1.98318, 2429.95, -121.115, 2394.2, 118.788, 6.89924, 151.462, 0.00157126, 170.852, 0.00159523, 20.4997
2, 900.00000, 2371.93, -1.97692, 2430.09, -121.112, 2394.5, 118.792, 6.86954, 151.468, 0.00157135, 170.857, 0.0015954, 20.5045
2, 1800.00000, 2372.08, -1.97423, 2430.13, -121.111, 2394.63, 118.793, 6.85394, 151.471, 0.00157138, 170.859, 0.00159547, 20.5065
2, 2700.00000, 2372.24, -1.97155, 2430.17, -121.11, 2394.76, 118.795, 6.83837, 151.473, 0.00157141, 170.861, 0.00159554, 20.5084
3, 0.00000, 2372.39, -1.96888, 2430.22, -121.109, 2394.89, 118.796, 6.82281, 151.476, 0.00157144, 170.863, 0.00159562, 20.5104
3, 900.00000, 2372.54, -1.96621, 2430.26, -121.108, 2395.02, 118.798, 6.80725, 151.479, 0.00157147, 170.865, 0.00159569, 20.5124
3, 1800.00000, 2372.06, -1.97267, 2430.08, -121.113, 2394.8, 118.796, 6.82829, 151.472, 0.00157134, 170.859, 0.00159553, 20.5087
3, 2700.00000, 2371.58, -1.97918, 2429.9, -121.118, 2394.57, 118.793, 6.84944, 151.466, 0.00157122, 170.853, 0.00159537, 20.5051
4, 0.00000, 2371.1, -1.98569, 2429.72, -121.123, 2394.35, 118.791, 6.8706, 151.459, 0.00157109, 170.847, 0.00159522, 20.5014
4, 900.00000, 2370.62, -1.9922, 2429.54, -121.129, 2394.13, 118.789, 6.89176, 151.453, 0.00157097, 170.841, 0.00159506, 20.4978
4, 1800.00000, 2369.26, -2.01141, 2429.03, -121.143, 2393.43, 118.782, 6.96318, 151.433, 0.00157062, 170.824, 0.00159459, 20.4865
4, 2700.00000, 2367.89, -2.03068, 2428.54, -121.157, 2392.72, 118.774, 7.03477, 151.414, 0.00157027, 170.807, 0.00159412, 20.4752
5, 0.00000, 2366.53, -2.04994, 2428.04, -121.171, 2392.02, 118.767, 7.10637, 151.395, 0.00156993, 170.791, 0.00159365, 20.4639
5, 900.00000, 2365.16, -2.06921, 2427.54, -121.185, 2391.32, 118.76, 7.17798, 151.375, 0.00156958, 170.774, 0.00159318, 20.4526
5, 1800.00000, 2362.47, -2.10733, 2426.61, -121.212, 2390.01, 118.748, 7.32486, 151.337, 0.00156893, 170.741, 0.00159229, 20.4317
5, 2700.00000, 2359.81, -2.1447, 2425.66, -121.239, 2388.7, 118.735, 7.47127, 151.299, 0.00156827, 170.708, 0.0015914, 20.4107
6, 0.00000, 2357.15, -2.18212, 2424.71, -121.267, 2387.39, 118.722, 7.61787, 151.262, 0.00156761, 170.676, 0.00159051, 20.3898
6, 900.00000, 2354.5, -2.21964, 2423.76, -121.294, 2386.04, 118.709, 7.7645, 151.224, 0.00156695, 170.643, 0.00158961, 20.3684
6, 1800.00000, 2353.17, -2.23786, 2423.27, -121.308, 2385.43, 118.703, 7.8311, 151.206, 0.00156661, 170.627, 0.00158918, 20.3585
6, 2700.00000, 2367.02, -2.24288, 2437.91, -121.315, 2400.02, 118.705, 7.89267, 151.201, 0.00157606, 170.622, 0.00159884, 20.3585
7, 0.00000, 2365.69, -2.26094, 2437.42, -121.329, 2399.41, 118.699, 7.95911, 151.183, 0.00157571, 170.605, 0.00159841, 20.3486
7, 900.00000, 2364.35, -2.27915, 2436.93, -121.343, 2398.79, 118.693, 8.02594, 151.164, 0.00157537, 170.589, 0.00159798, 20.3387
7, 1800.00000, 2366.92, -2.18116, 2436.57, -121.302, 2400.15, 118.722, 8.03142, 151.262, 0.00157513, 170.645, 0.00159862, 20.3834
7, 2700.00000, 2368.06, -2.13609, 2436.49, -121.28, 2400.79, 118.739, 8.0373, 151.307, 0.00157507, 170.673, 0.00159894, 20.4069
8, 0.00000, 2369.18, -2.09212, 2436.35, -121.261, 2401.41, 118.754, 8.04254, 151.351, 0.00157498, 170.698, 0.00159923, 20.4284
8, 900.00000, 2370.25, -2.0492, 2436.25, -121.241, 2402.01, 118.769, 8.0486, 151.394, 0.00157491, 170.724, 0.00159952, 20.4499
8, 1800.00000, 2371.27, -2.01427, 2436.23, -121.226, 2402.61, 118.782, 8.03233, 151.429, 0.00157489, 170.745, 0.00159983, 20.4676
8, 2700.00000, 2372.29, -1.97938, 2436.22, -121.21, 2403.21, 118.794, 8.01608, 151.464, 0.00157488, 170.766, 0.00160014, 20.4852
9, 0.00000, 2373.31, -1.94452, 2436.21, -121.194, 2403.81, 118.806, 7.99983, 151.499, 0.00157487, 170.787, 0.00160044, 20.5029
9, 900.00000, 2374.23, -1.91165, 2436.32, -121.179, 2404.34, 118.826, 7.98344, 151.532, 0.00157489, 170.808, 0.0016007, 20.5253
