hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3
0, 900.00000, 2380.18, -2.01115, 2444.78, -120.934, 2395.91, 118.945, 0.000678598, -96.0827, 0.00058354, 145.422, 13.7966, -87.6175
0, 1800.00000, 2380.89, -1.99905, 2444.95, -120.929, 2396.44, 118.95, 0.000678776, -96.0731, 0.000583609, 145.427, 13.7, -87.6124
0, 2700.00000, 2381.59, -1.9869, 2445.13, -120.923, 2396.98, 118.956, 0.000678954, -96.0633, 0.000583678, 145.432, 13.603, -87.6071
1, 0.00000, 2382.29, -1.97475, 2445.3, -120.918, 2397.51, 118.961, 0.000679133, -96.0536, 0.000583747, 145.437, 13.506, -87.6019
1, 900.00000, 2383.03, -1.96182, 2445.45, -120.913, 2398.05, 118.966, 0.000679318, -96.0434, 0.000583814, 145.442, 13.4087, -87.5971
1, 1800.00000, 2383.39, -1.95534, 2445.53, -120.91, 2398.36, 118.969, 0.000679412, -96.0384, 0.000583848, 145.444, 13.3654, -87.5938
1, 2700.00000, 2383.74, -1.9488, 2445.61, -120.908, 2398.68, 118.972, 0.000679506, -96.0333, 0.000583882, 145.446, 13.322, -87.5904
2, 0.00000, 2384.1, -1.94225, 2445.69, -120.906, 2399, 118.976, 0.0006796, -96.0283, 0.000583916, 145.449, 13.2785, -87.5871
2, 900.00000, 2384.46, -1.93571, 2445.77, -120.903, 2399.31, 118.979, 0.000679694, -96.0232, 0.00058395, 145.451, 13.2351, -87.5837
2, 1800.00000, 2384.59, -1.93303, 2445.8, -120.902, 2399.44, 118.98, 0.000679732, -96.0212, 0.000583964, 145.452, 13.218, -87.5823
2, 2700.00000, 2384.73, -1.93037, 2445.83, -120.902, 2399.58, 118.982, 0.000679769, -96.0192, 0.000583977, 145.453, 13.2009, -87.5809
3, 0.00000, 2384.87, -1.92771, 2445.86, -120.901, 2399.71, 118.983, 0.000679806, -96.0172, 0.00058399, 145.454, 13.1838, -87.5794
3, 900.00000, 2385.01, -1.92505, 2445.89, -120.9, 2399.84, 118.985, 0.000679844, -96.0151, 0.000584003, 145.455, 13.1667, -87.578
3, 1800.00000, 2384.57, -1.93196, 2445.77, -120.904, 2399.58, 118.983, 0.000679738, -96.021, 0.000583958, 145.451, 13.2353, -87.5802
3, 2700.00000, 2384.13, -1.93891, 2445.65, -120.908, 2399.32, 118.98, 0.000679632, -96.0268, 0.000583913, 145.448, 13.3039, -87.5823
4, 0.00000, 2383.68, -1.94586, 2445.52, -120.912, 2399.06, 118.978, 0.000679525, -96.0327, 0.000583868, 145.445, 13.3726, -87.5845
4, 900.00000, 2383.24, -1.95282, 2445.4, -120.916, 2398.81, 118.976, 0.000679419, -96.0385, 0.000583823, 145.441, 13.4413, -87.5867
4, 1800.00000, 2381.99, -1.97306, 2445.06, -120.927, 2398.01, 118.969, 0.000679113, -96.0554, 0.000583696, 145.432, 13.6317, -87.5936
4, 2700.00000, 2380.73, -1.99337, 2444.72, -120.938, 2397.22, 118.962, 0.000678807, -96.0722, 0.000583569, 145.423, 13.8222, -87.6006
5, 0.00000, 2379.47, -2.01367, 2444.38, -120.949, 2396.43, 118.955, 0.0006785, -96.0891, 0.000583442, 145.413, 14.0128, -87.6075
5, 900.00000, 2378.21, -2.03397, 2444.04, -120.96, 2395.64, 118.948, 0.000678194, -96.1059, 0.000583314, 145.404, 14.2033, -87.6145
5, 1800.00000, 2375.73, -2.07382, 2443.39, -120.981, 2394.15, 118.936, 0.000677597, -96.1391, 0.000583069, 145.386, 14.5815, -87.6266
5, 2700.00000, 2373.3, -2.11272, 2442.72, -121.003, 2392.67, 118.924, 0.000677008, -96.1716, 0.000582821, 145.367, 14.9593, -87.6392
6, 0.00000, 2370.86, -2.15166, 2442.05, -121.025, 2391.18, 118.911, 0.000676419, -96.2041, 0.000582574, 145.349, 15.3373, -87.6518
