hour,t(sec),V1,VAngle1,V2,VAngle2,V3,VAngle3,I1,IAngle1,I2,IAngle2,I3,IAngle3
0, 900.00000, 2498.08, -3.09609, 290.594, -30.8228, 2479.43, 117.079, 92.242, -140.978, 2.90594E-10, -30.8228, 103.317, -11.1049
0, 1800.00000, 2499.13, -3.07435, 289.816, -31.1838, 2480.54, 117.089, 92.1427, -140.548, 2.89816E-10, -31.1838, 103.21, -10.8065
0, 2700.00000, 2500.19, -3.05245, 289.018, -31.5445, 2481.65, 117.1, 92.0471, -140.116, 2.89018E-10, -31.5445, 103.105, -10.5066
1, 0.00000, 2501.24, -3.03055, 288.202, -31.9081, 2482.77, 117.111, 91.956, -139.683, 2.88202E-10, -31.9081, 103.003, -10.206
1, 900.00000, 2502.3, -3.00864, 287.367, -32.2744, 2483.88, 117.122, 91.8695, -139.25, 2.87367E-10, -32.2744, 102.903, -9.90473
1, 1800.00000, 2502.82, -2.99704, 287.056, -32.4571, 2484.54, 117.129, 91.823, -138.994, 2.87056E-10, -32.4571, 102.844, -9.73915
1, 2700.00000, 2503.34, -2.98548, 286.742, -32.6411, 2485.2, 117.136, 91.7783, -138.739, 2.86742E-10, -32.6411, 102.787, -9.57368
2, 0.00000, 2503.87, -2.97393, 286.423, -32.8259, 2485.86, 117.143, 91.7352, -138.484, 2.86423E-10, -32.8259, 102.73, -9.40801
2, 900.00000, 2504.39, -2.96237, 286.101, -33.0113, 2486.51, 117.15, 91.6937, -138.228, 2.86101E-10, -33.0113, 102.674, -9.24214
2, 1800.00000, 2504.61, -2.95755, 286.025, -33.0865, 2486.78, 117.153, 91.6785, -138.13, 2.86025E-10, -33.0865, 102.652, -9.17367
2, 2700.00000, 2504.81, -2.95313, 285.942, -33.1625, 2487.04, 117.156, 91.6633, -138.034, 2.85942E-10, -33.1625, 102.63, -9.10566
3, 0.00000, 2505.01, -2.94866, 285.859, -33.2381, 2487.3, 117.158, 91.6482, -137.937, 2.85859E-10, -33.2381, 102.608, -9.03746
3, 900.00000, 2505.21, -2.9442, 285.776, -33.3138, 2487.56, 117.161, 91.6333, -137.841, 2.85776E-10, -33.3138, 102.587, -8.96924
3, 1800.00000, 2504.52, -2.95747, 286.586, -33.0749, 2486.99, 117.157, 91.6736, -138.075, 2.86586E-10, -33.0749, 102.632, -9.13757
3, 2700.00000, 2503.83, -2.97081, 287.385, -32.8393, 2486.41, 117.153, 91.7154, -138.311, 2.87385E-10, -32.8393, 102.678, -9.30618
4, 0.00000, 2503.15, -2.98415, 288.174, -32.6047, 2485.84, 117.149, 91.7584, -138.546, 2.88174E-10, -32.6047, 102.725, -9.47459
4, 900.00000, 2502.46, -2.99748, 288.953, -32.3711, 2485.27, 117.144, 91.8027, -138.781, 2.88953E-10, -32.3711, 102.773, -9.6428
4, 1800.00000, 2500.52, -3.03566, 290.912, -31.7142, 2483.55, 117.13, 91.9389, -139.469, 2.90912E-10, -31.7142, 102.922, -10.1372
4, 2700.00000, 2498.58, -3.07377, 292.798, -31.0633, 2481.84, 117.117, 92.0859, -140.155, 2.92798E-10, -31.0633, 103.078, -10.6297
5, 0.00000, 2496.62, -3.11222, 294.61, -30.4202, 2480.12, 117.103, 92.2436, -140.839, 2.9461E-10, -30.4202, 103.242, -11.1202
5, 900.00000, 2494.68, -3.15026, 296.353, -29.7868, 2478.42, 117.089, 92.4123, -141.52, 2.96352E-10, -29.7868, 103.413, -11.6088
5, 1800.00000, 2490.93, -3.22292, 299.552, -28.5741, 2475.25, 117.064, 92.755, -142.764, 2.99552E-10, -28.5741, 103.749, -12.5385
5, 2700.00000, 2487.17, -3.29553, 302.496, -27.395, 2472.09, 117.04, 93.1336, -143.998, 3.02496E-10, -27.395, 104.11, -13.4608
6, 0.00000, 2483.4, -3.3681, 305.196, -26.2494, 2468.94, 117.015, 93.5478, -145.223, 3.05196E-10, -26.2494, 104.497, -14.3752
6, 900.00000, 2479.63, -3.44063, 307.664, -25.1373, 2465.79, 116.991, 93.9972, -146.437, 3.07664E-10, -25.1373, 104.909, -15.2815
6, 1800.00000, 2477.71, -3.47696, 308.943, -24.5867, 2464.26, 116.98, 94.2316, -147.03, 3.08943E-10, -24.5867, 105.119, -15.7243
6, 2700.00000, 2475.8, -3.51327, 310.151, -24.0475, 2462.74, 116.968, 94.4742, -147.62, 3.10151E-10, -24.0475, 105.335, -16.1648
7, 0.00000, 2490.11, -3.52961, 314.199, -23.4871, 2477.17, 116.967, 95.1722, -147.893, 3.14199E-10, -23.4871, 106.082, -16.3826
7, 900.00000, 2488.19, -3.56567, 315.31, -22.9617, 2475.66, 116.956, 95.427, -148.477, 3.1531E-10, -22.9617, 106.307, -16.8164
7, 1800.00000, 2492.84, -3.33234, 327.603, -23.4828, 2479.59, 116.971, 92.9948, -146.995, 3.27603E-10, -23.4828, 104.347, -15.5266
7, 2700.00000, 2494.8, -3.23205, 333.116, -23.6911, 2481.29, 116.982, 91.9861, -146.365, 3.33116E-10, -23.6911, 103.54, -14.977
8, 0.00000, 2496.7, -3.13422, 338.762, -23.9124, 2482.92, 116.991, 90.9871, -145.73, 3.38762E-10, -23.9124, 102.742, -14.4261
8, 900.00000, 2498.58, -3.03638, 344.543, -24.142, 2484.55, 117, 89.9974, -145.081, 3.44543E-10, -24.142, 101.954, -13.8662
8, 1800.00000, 2500.33, -2.95713, 348.828, -24.4226, 2486.13, 117.01, 89.2309, -144.454, 3.48828E-10, -24.4226, 101.339, -13.3484
8, 2700.00000, 2502.04, -2.87872, 353.19, -24.7162, 2487.68, 117.02, 88.4754, -143.823, 3.5319E-10, -24.7162, 100.732, -12.828
9, 0.00000, 2503.75, -2.80027, 357.633, -25.0172, 2489.25, 117.03, 87.7292, -143.181, 3.57633E-10, -25.0172, 100.134, -12.3011
9, 900.00000, 2505.45, -2.72193, 362.162, -25.3269, 2490.81, 117.04, 86.9933, -142.53, 3.62162E-10, -25.3269, 99.5441, -11.769
9, 1800.00000, 2506.11, -2.68775, 364.103, -25.3971, 2491.46, 117.043, 86.7068, -142.265, 3.64103E-10, -25.3971, 99.3175, -11.5849
9, 2700.00000, 2506.77, -2.65365, 366.055, -25.4698, 2492.1, 117.046, 86.4223, -141.999, 3.66055E-10, -25.4698, 99.0918, -11.4007
10, 0.00000, 2507.42, -2.61958, 368.023, -25.5434, 2492.74, 117.049, 86.1394, -141.733, 3.68023E-10, -25.5434, 98.8673, -11.2158
10, 900.00000, 2508.08, -2.58552, 370.006, -25.6178, 2493.38, 117.052, 85.8582, -141.464, 3.70006E-10, -25.6178, 98.6439, -11.0304
10, 1800.00000, 2508.32, -2.57674, 369.813, -26.1149, 2478.66, 117.077, 85.805, -141.281, 3.69813E-10, -26.1149, 97.9931, -11.0209
